_topic_,_term_,_role_,_weight_
positive,expect,,0.5
surprise,expect,,0.5
trust,expect,,0.5
anticipation,expectancy,,0.5
anticipation,expectant,,0.5
anticipation,expectation,,0.5
positive,expectation,,0.5
anticipation,expected,,0.5
anticipation,expecting,,0.5
joy,expedient,,0.5
positive,expedient,,0.5
trust,expedient,,0.5
anticipation,expedition,,0.5
positive,expedition,,0.5
anger,expel,,0.5
disgust,expel,,0.5
fear,expel,,0.5
negative,expel,,0.5
sadness,expel,,0.5
negative,expenditure,,0.5
negative,expenses,,0.5
positive,experienced,,0.5
trust,experienced,,0.5
anticipation,experiment,,0.5
surprise,experiment,,0.5
positive,expert,,0.5
trust,expert,,0.5
positive,expertise,,0.5
trust,expertise,,0.5
negative,expire,,0.5
sadness,expire,,0.5
negative,expired,,0.5
positive,explain,,0.5
trust,explain,,0.5
anger,expletive,,0.5
negative,expletive,,0.5
anger,explode,,0.5
fear,explode,,0.5
negative,explode,,0.5
sadness,explode,,0.5
surprise,explode,,0.5
anticipation,explore,,0.5
fear,explosion,,0.5
negative,explosion,,0.5
surprise,explosion,,0.5
anger,explosive,,0.5
anticipation,explosive,,0.5
fear,explosive,,0.5
negative,explosive,,0.5
surprise,explosive,,0.5
anticipation,expose,,0.5
fear,expose,,0.5
negative,exposed,,0.5
negative,expropriation,,0.5
anger,expulsion,,0.5
disgust,expulsion,,0.5
fear,expulsion,,0.5
negative,expulsion,,0.5
sadness,expulsion,,0.5
joy,exquisite,,0.5
positive,exquisite,,0.5
positive,exquisitely,,0.5
positive,extend,,0.5
positive,extensive,,0.5
fear,exterminate,,0.5
negative,exterminate,,0.5
sadness,exterminate,,0.5
anger,extermination,,0.5
fear,extermination,,0.5
negative,extermination,,0.5
negative,extinct,,0.5
sadness,extinct,,0.5
anger,extinguish,,0.5
negative,extinguish,,0.5
positive,extra,,0.5
fear,extrajudicial,,0.5
negative,extrajudicial,,0.5
positive,extraordinary,,0.5
negative,extremity,,0.5
anticipation,extricate,,0.5
positive,extricate,,0.5
joy,exuberance,,0.5
positive,exuberance,,0.5
trust,eyewitness,,0.5
negative,fabricate,,0.5
negative,fabrication,,0.5
trust,fabrication,,0.5
positive,facilitate,,0.5
trust,fact,,0.5
positive,facts,,0.5
trust,facts,,0.5
positive,faculty,,0.5
trust,faculty,,0.5
negative,fade,,0.5
disgust,faeces,,0.5
negative,faeces,,0.5
anger,failing,,0.5
anticipation,failing,,0.5
fear,failing,,0.5
negative,failing,,0.5
sadness,failing,,0.5
disgust,failure,,0.5
fear,failure,,0.5
negative,failure,,0.5
sadness,failure,,0.5
anticipation,fain,,0.5
joy,fain,,0.5
positive,fain,,0.5
trust,fain,,0.5
fear,fainting,,0.5
negative,fainting,,0.5
sadness,fainting,,0.5
surprise,fainting,,0.5
positive,fair,,0.5
positive,fairly,,0.5
trust,fairly,,0.5
anticipation,faith,,0.5
joy,faith,,0.5
positive,faith,,0.5
trust,faith,,0.5
positive,faithful,,0.5
trust,faithful,,0.5
negative,faithless,,0.5
sadness,faithless,,0.5
negative,fake,,0.5
negative,fall,,0.5
sadness,fall,,0.5
anger,fallacious,,0.5
negative,fallacious,,0.5
negative,fallacy,,0.5
negative,fallible,,0.5
negative,falling,,0.5
sadness,falling,,0.5
negative,fallow,,0.5
anger,falsehood,,0.5
negative,falsehood,,0.5
trust,falsehood,,0.5
negative,falsely,,0.5
anger,falsification,,0.5
negative,falsification,,0.5
disgust,falsify,,0.5
negative,falsify,,0.5
disgust,falsity,,0.5
negative,falsity,,0.5
fear,falter,,0.5
negative,falter,,0.5
positive,fame,,0.5
positive,familiar,,0.5
trust,familiar,,0.5
anticipation,familiarity,,0.5
joy,familiarity,,0.5
positive,familiarity,,0.5
trust,familiarity,,0.5
negative,famine,,0.5
sadness,famine,,0.5
positive,famous,,0.5
positive,famously,,0.5
negative,fanatic,,0.5
fear,fanaticism,,0.5
anticipation,fancy,,0.5
joy,fancy,,0.5
positive,fancy,,0.5
anticipation,fanfare,,0.5
joy,fanfare,,0.5
positive,fanfare,,0.5
surprise,fanfare,,0.5
fear,fang,,0.5
fear,fangs,,0.5
negative,farce,,0.5
disgust,farcical,,0.5
negative,farcical,,0.5
anticipation,farm,,0.5
positive,fascinating,,0.5
positive,fascination,,0.5
positive,fashionable,,0.5
negative,fasting,,0.5
sadness,fasting,,0.5
disgust,fat,,0.5
negative,fat,,0.5
sadness,fat,,0.5
anger,fatal,,0.5
fear,fatal,,0.5
negative,fatal,,0.5
sadness,fatal,,0.5
fear,fatality,,0.5
negative,fatality,,0.5
sadness,fatality,,0.5
anticipation,fate,,0.5
negative,fate,,0.5
trust,father,,0.5
negative,fatigue,,0.5
negative,fatigued,,0.5
sadness,fatigued,,0.5
disgust,fatty,,0.5
negative,fatty,,0.5
sadness,fatty,,0.5
negative,fault,,0.5
sadness,fault,,0.5
positive,faultless,,0.5
trust,faultless,,0.5
negative,faulty,,0.5
anticipation,favorable,,0.5
joy,favorable,,0.5
positive,favorable,,0.5
surprise,favorable,,0.5
trust,favorable,,0.5
joy,favorite,,0.5
positive,favorite,,0.5
trust,favorite,,0.5
positive,favoritism,,0.5
negative,fawn,,0.5
anger,fear,,0.5
fear,fear,,0.5
negative,fear,,0.5
fear,fearful,,0.5
negative,fearful,,0.5
sadness,fearful,,0.5
fear,fearfully,,0.5
negative,fearfully,,0.5
sadness,fearfully,,0.5
surprise,fearfully,,0.5
fear,fearing,,0.5
negative,fearing,,0.5
fear,fearless,,0.5
positive,fearless,,0.5
anticipation,feat,,0.5
joy,feat,,0.5
positive,feat,,0.5
surprise,feat,,0.5
positive,feature,,0.5
negative,febrile,,0.5
disgust,fecal,,0.5
negative,fecal,,0.5
disgust,feces,,0.5
negative,feces,,0.5
anger,fee,,0.5
negative,fee,,0.5
negative,feeble,,0.5
sadness,feeble,,0.5
anger,feeling,,0.5
anticipation,feeling,,0.5
disgust,feeling,,0.5
fear,feeling,,0.5
joy,feeling,,0.5
negative,feeling,,0.5
positive,feeling,,0.5
sadness,feeling,,0.5
surprise,feeling,,0.5
trust,feeling,,0.5
negative,feigned,,0.5
joy,felicity,,0.5
positive,felicity,,0.5
negative,fell,,0.5
sadness,fell,,0.5
positive,fellow,,0.5
trust,fellow,,0.5
positive,fellowship,,0.5
fear,felon,,0.5
negative,felon,,0.5
negative,felony,,0.5
positive,female,,0.5
anger,fenced,,0.5
trust,fender,,0.5
anticipation,ferment,,0.5
negative,ferment,,0.5
anticipation,fermentation,,0.5
anger,ferocious,,0.5
disgust,ferocious,,0.5
fear,ferocious,,0.5
negative,ferocious,,0.5
anger,ferocity,,0.5
negative,ferocity,,0.5
positive,fertile,,0.5
anger,fervor,,0.5
joy,fervor,,0.5
positive,fervor,,0.5
anticipation,festival,,0.5
joy,festival,,0.5
positive,festival,,0.5
surprise,festival,,0.5
joy,festive,,0.5
positive,festive,,0.5
anticipation,fete,,0.5
joy,fete,,0.5
positive,fete,,0.5
surprise,fete,,0.5
anger,feud,,0.5
negative,feud,,0.5
negative,feudal,,0.5
anger,feudalism,,0.5
negative,feudalism,,0.5
sadness,feudalism,,0.5
fear,fever,,0.5
negative,feverish,,0.5
negative,fiasco,,0.5
anger,fib,,0.5
negative,fib,,0.5
negative,fickle,,0.5
negative,fictitious,,0.5
joy,fidelity,,0.5
positive,fidelity,,0.5
trust,fidelity,,0.5
anger,fiend,,0.5
disgust,fiend,,0.5
fear,fiend,,0.5
negative,fiend,,0.5
anger,fierce,,0.5
disgust,fierce,,0.5
fear,fierce,,0.5
negative,fierce,,0.5
anticipation,fiesta,,0.5
joy,fiesta,,0.5
positive,fiesta,,0.5
surprise,fiesta,,0.5
trust,fiesta,,0.5
anger,fight,,0.5
fear,fight,,0.5
negative,fight,,0.5
anger,fighting,,0.5
negative,fighting,,0.5
negative,filibuster,,0.5
trust,fill,,0.5
disgust,filth,,0.5
negative,filth,,0.5
disgust,filthy,,0.5
negative,filthy,,0.5
anticipation,finally,,0.5
disgust,finally,,0.5
joy,finally,,0.5
positive,finally,,0.5
surprise,finally,,0.5
trust,finally,,0.5
positive,finery,,0.5
positive,finesse,,0.5
fear,fire,,0.5
anger,firearms,,0.5
fear,firearms,,0.5
negative,firearms,,0.5
positive,fireball,,0.5
trust,fireman,,0.5
positive,fireproof,,0.5
positive,firmness,,0.5
trust,firmness,,0.5
anticipation,firstborn,,0.5
joy,firstborn,,0.5
positive,firstborn,,0.5
trust,firstborn,,0.5
anger,fits,,0.5
negative,fits,,0.5
anticipation,fitting,,0.5
joy,fitting,,0.5
positive,fitting,,0.5
trust,fitting,,0.5
trust,fixed,,0.5
positive,fixture,,0.5
disgust,flabby,,0.5
negative,flabby,,0.5
negative,flaccid,,0.5
sadness,flaccid,,0.5
negative,flagging,,0.5
anger,flagrant,,0.5
disgust,flagrant,,0.5
negative,flagrant,,0.5
trust,flagship,,0.5
negative,flake,,0.5
trust,flange,,0.5
negative,flap,,0.5
joy,flattering,,0.5
positive,flattering,,0.5
disgust,flatulence,,0.5
negative,flatulence,,0.5
negative,flaunt,,0.5
negative,flaw,,0.5
sadness,flaw,,0.5
disgust,flea,,0.5
negative,flea,,0.5
fear,fled,,0.5
fear,flee,,0.5
negative,flee,,0.5
anger,fleece,,0.5
disgust,fleece,,0.5
negative,fleece,,0.5
sadness,fleece,,0.5
positive,fleet,,0.5
disgust,flesh,,0.5
negative,fleshy,,0.5
positive,flexibility,,0.5
anticipation,flinch,,0.5
disgust,flinch,,0.5
fear,flinch,,0.5
negative,flinch,,0.5
sadness,flinch,,0.5
surprise,flinch,,0.5
anticipation,flirt,,0.5
joy,flirt,,0.5
negative,flirt,,0.5
positive,flirt,,0.5
surprise,flirt,,0.5
trust,flirt,,0.5
anger,flog,,0.5
disgust,flog,,0.5
fear,flog,,0.5
negative,flog,,0.5
sadness,flog,,0.5
fear,flood,,0.5
disgust,flop,,0.5
negative,flop,,0.5
sadness,flop,,0.5
positive,floral,,0.5
fear,flounder,,0.5
negative,flounder,,0.5
sadness,flounder,,0.5
positive,flow,,0.5
positive,flowery,,0.5
fear,flu,,0.5
negative,flu,,0.5
anger,fluctuation,,0.5
fear,fluctuation,,0.5
negative,fluctuation,,0.5
surprise,fluke,,0.5
positive,flush,,0.5
fear,flying,,0.5
positive,flying,,0.5
positive,focus,,0.5
anger,foe,,0.5
fear,foe,,0.5
negative,foe,,0.5
negative,foiled,,0.5
trust,follower,,0.5
negative,folly,,0.5
joy,fondness,,0.5
positive,fondness,,0.5
joy,food,,0.5
positive,food,,0.5
trust,food,,0.5
disgust,fool,,0.5
negative,fool,,0.5
negative,foolish,,0.5
negative,foolishness,,0.5
anticipation,football,,0.5
joy,football,,0.5
positive,football,,0.5
trust,footing,,0.5
negative,forage,,0.5
anger,foray,,0.5
negative,foray,,0.5
positive,forbearance,,0.5
negative,forbid,,0.5
sadness,forbid,,0.5
anger,forbidding,,0.5
fear,forbidding,,0.5
negative,forbidding,,0.5
anger,force,,0.5
fear,force,,0.5
negative,force,,0.5
fear,forced,,0.5
negative,forced,,0.5
anger,forcibly,,0.5
fear,forcibly,,0.5
negative,forcibly,,0.5
positive,fore,,0.5
anger,forearm,,0.5
anticipation,forearm,,0.5
anticipation,foreboding,,0.5
fear,foreboding,,0.5
negative,foreboding,,0.5
anticipation,forecast,,0.5
trust,forecast,,0.5
fear,foreclose,,0.5
negative,foreclose,,0.5
sadness,foreclose,,0.5
joy,forefathers,,0.5
positive,forefathers,,0.5
trust,forefathers,,0.5
negative,forego,,0.5
positive,foregoing,,0.5
negative,foreign,,0.5
fear,foreigner,,0.5
negative,foreigner,,0.5
positive,foreman,,0.5
positive,forerunner,,0.5
anticipation,foresee,,0.5
positive,foresee,,0.5
surprise,foresee,,0.5
trust,foresee,,0.5
anticipation,foreseen,,0.5
positive,foreseen,,0.5
anticipation,foresight,,0.5
positive,foresight,,0.5
trust,foresight,,0.5
anticipation,forewarned,,0.5
fear,forewarned,,0.5
negative,forewarned,,0.5
anger,forfeit,,0.5
negative,forfeit,,0.5
sadness,forfeit,,0.5
negative,forfeited,,0.5
fear,forfeiture,,0.5
negative,forfeiture,,0.5
sadness,forfeiture,,0.5
positive,forge,,0.5
negative,forgery,,0.5
negative,forget,,0.5
positive,forgive,,0.5
positive,forgiven,,0.5
positive,forgiving,,0.5
trust,forgiving,,0.5
fear,forgotten,,0.5
negative,forgotten,,0.5
sadness,forgotten,,0.5
negative,forlorn,,0.5
sadness,forlorn,,0.5
trust,formality,,0.5
positive,formative,,0.5
trust,formative,,0.5
fear,formidable,,0.5
anticipation,forming,,0.5
negative,formless,,0.5
positive,formula,,0.5
trust,formula,,0.5
negative,fornication,,0.5
negative,forsake,,0.5
sadness,forsake,,0.5
anger,forsaken,,0.5
negative,forsaken,,0.5
sadness,forsaken,,0.5
trust,fort,,0.5
positive,forte,,0.5
positive,forthcoming,,0.5
positive,fortify,,0.5
joy,fortitude,,0.5
positive,fortitude,,0.5
trust,fortitude,,0.5
fear,fortress,,0.5
positive,fortress,,0.5
sadness,fortress,,0.5
trust,fortress,,0.5
positive,fortunate,,0.5
anticipation,fortune,,0.5
joy,fortune,,0.5
positive,fortune,,0.5
surprise,fortune,,0.5
trust,fortune,,0.5
positive,forward,,0.5
anger,foul,,0.5
disgust,foul,,0.5
fear,foul,,0.5
negative,foul,,0.5
joy,found,,0.5
positive,found,,0.5
trust,found,,0.5
positive,foundation,,0.5
negative,fracture,,0.5
fear,fragile,,0.5
negative,fragile,,0.5
sadness,fragile,,0.5
positive,fragrant,,0.5
negative,frailty,,0.5
sadness,frailty,,0.5
trust,framework,,0.5
positive,frank,,0.5
trust,frank,,0.5
positive,frankness,,0.5
trust,frankness,,0.5
anticipation,frantic,,0.5
disgust,frantic,,0.5
fear,frantic,,0.5
negative,frantic,,0.5
surprise,frantic,,0.5
joy,fraternal,,0.5
positive,fraternal,,0.5
trust,fraternal,,0.5
anger,fraud,,0.5
negative,fraud,,0.5
anger,fraudulent,,0.5
disgust,fraudulent,,0.5
negative,fraudulent,,0.5
fear,fraught,,0.5
negative,fraught,,0.5
sadness,fraught,,0.5
negative,fray,,0.5
negative,frayed,,0.5
sadness,frayed,,0.5
disgust,freakish,,0.5
fear,freakish,,0.5
negative,freakish,,0.5
surprise,freakish,,0.5
joy,freedom,,0.5
positive,freedom,,0.5
trust,freedom,,0.5
joy,freely,,0.5
positive,freely,,0.5
trust,freely,,0.5
negative,freezing,,0.5
anger,frenetic,,0.5
fear,frenetic,,0.5
negative,frenetic,,0.5
surprise,frenetic,,0.5
anger,frenzied,,0.5
fear,frenzied,,0.5
negative,frenzied,,0.5
negative,frenzy,,0.5
fear,fret,,0.5
negative,fret,,0.5
anger,friction,,0.5
joy,friend,,0.5
positive,friend,,0.5
trust,friend,,0.5
joy,friendliness,,0.5
positive,friendliness,,0.5
trust,friendliness,,0.5
anticipation,friendly,,0.5
joy,friendly,,0.5
positive,friendly,,0.5
trust,friendly,,0.5
joy,friendship,,0.5
positive,friendship,,0.5
trust,friendship,,0.5
fear,frigate,,0.5
fear,fright,,0.5
negative,fright,,0.5
surprise,fright,,0.5
fear,frighten,,0.5
negative,frighten,,0.5
sadness,frighten,,0.5
surprise,frighten,,0.5
fear,frightened,,0.5
negative,frightened,,0.5
surprise,frightened,,0.5
anger,frightful,,0.5
fear,frightful,,0.5
negative,frightful,,0.5
sadness,frightful,,0.5
negative,frigid,,0.5
anticipation,frisky,,0.5
joy,frisky,,0.5
positive,frisky,,0.5
surprise,frisky,,0.5
negative,frivolous,,0.5
joy,frolic,,0.5
positive,frolic,,0.5
negative,frostbite,,0.5
negative,froth,,0.5
negative,frown,,0.5
sadness,frown,,0.5
anger,frowning,,0.5
disgust,frowning,,0.5
negative,frowning,,0.5
sadness,frowning,,0.5
positive,frugal,,0.5
positive,fruitful,,0.5
negative,fruitless,,0.5
sadness,fruitless,,0.5
anger,frustrate,,0.5
disgust,frustrate,,0.5
negative,frustrate,,0.5
sadness,frustrate,,0.5
anger,frustrated,,0.5
negative,frustrated,,0.5
anger,frustration,,0.5
negative,frustration,,0.5
negative,fudge,,0.5
anger,fugitive,,0.5
disgust,fugitive,,0.5
fear,fugitive,,0.5
negative,fugitive,,0.5
sadness,fugitive,,0.5
trust,fugitive,,0.5
joy,fulfill,,0.5
positive,fulfill,,0.5
anticipation,fulfillment,,0.5
joy,fulfillment,,0.5
positive,fulfillment,,0.5
trust,fulfillment,,0.5
positive,full,,0.5
positive,fully,,0.5
trust,fully,,0.5
negative,fumble,,0.5
negative,fume,,0.5
anger,fuming,,0.5
negative,fuming,,0.5
anticipation,fun,,0.5
joy,fun,,0.5
positive,fun,,0.5
positive,fundamental,,0.5
trust,fundamental,,0.5
sadness,funeral,,0.5
disgust,fungus,,0.5
negative,fungus,,0.5
negative,funk,,0.5
sadness,funk,,0.5
anger,furious,,0.5
disgust,furious,,0.5
negative,furious,,0.5
anger,furiously,,0.5
anger,furnace,,0.5
anger,furor,,0.5
negative,furor,,0.5
sadness,furrow,,0.5
anger,fury,,0.5
fear,fury,,0.5
negative,fury,,0.5
sadness,fury,,0.5
positive,fuse,,0.5
trust,fuse,,0.5
positive,fusion,,0.5
anger,fuss,,0.5
negative,fuss,,0.5
sadness,fuss,,0.5
disgust,fussy,,0.5
negative,fussy,,0.5
negative,futile,,0.5
sadness,futile,,0.5
negative,futility,,0.5
disgust,gaby,,0.5
negative,gaby,,0.5
disgust,gag,,0.5
negative,gag,,0.5
trust,gage,,0.5
anticipation,gain,,0.5
joy,gain,,0.5
positive,gain,,0.5
positive,gaining,,0.5
anger,gall,,0.5
disgust,gall,,0.5
negative,gall,,0.5
positive,gallant,,0.5
positive,gallantry,,0.5
anger,gallows,,0.5
fear,gallows,,0.5
negative,gallows,,0.5
sadness,gallows,,0.5
positive,galore,,0.5
negative,gamble,,0.5
anticipation,gambler,,0.5
negative,gambler,,0.5
surprise,gambler,,0.5
anticipation,gambling,,0.5
negative,gambling,,0.5
surprise,gambling,,0.5
anger,gang,,0.5
fear,gang,,0.5
negative,gang,,0.5
negative,gaol,,0.5
negative,gap,,0.5
surprise,gape,,0.5
disgust,garbage,,0.5
negative,garbage,,0.5
joy,garden,,0.5
positive,garden,,0.5
disgust,garish,,0.5
negative,garish,,0.5
surprise,garish,,0.5
positive,garnet,,0.5
negative,garnish,,0.5
positive,garrison,,0.5
trust,garrison,,0.5
fear,gash,,0.5
negative,gash,,0.5
surprise,gasp,,0.5
fear,gasping,,0.5
negative,gasping,,0.5
trust,gate,,0.5
trust,gateway,,0.5
negative,gauche,,0.5
trust,gauging,,0.5
negative,gaunt,,0.5
surprise,gawk,,0.5
positive,gazette,,0.5
trust,gazette,,0.5
positive,gear,,0.5
disgust,gelatin,,0.5
joy,gem,,0.5
positive,gem,,0.5
positive,general,,0.5
trust,general,,0.5
anticipation,generosity,,0.5
joy,generosity,,0.5
positive,generosity,,0.5
surprise,generosity,,0.5
trust,generosity,,0.5
joy,generous,,0.5
positive,generous,,0.5
trust,generous,,0.5
joy,genial,,0.5
positive,genial,,0.5
positive,genius,,0.5
anger,gent,,0.5
disgust,gent,,0.5
fear,gent,,0.5
negative,gent,,0.5
positive,genteel,,0.5
positive,gentleman,,0.5
trust,gentleman,,0.5
positive,gentleness,,0.5
positive,gentry,,0.5
trust,gentry,,0.5
positive,genuine,,0.5
trust,genuine,,0.5
positive,geranium,,0.5
negative,geriatric,,0.5
sadness,geriatric,,0.5
anticipation,germ,,0.5
disgust,germ,,0.5
anticipation,germination,,0.5
disgust,ghastly,,0.5
fear,ghastly,,0.5
negative,ghastly,,0.5
disgust,ghetto,,0.5
fear,ghetto,,0.5
negative,ghetto,,0.5
sadness,ghetto,,0.5
fear,ghost,,0.5
fear,ghostly,,0.5
negative,ghostly,,0.5
fear,giant,,0.5
anger,gibberish,,0.5
negative,gibberish,,0.5
anticipation,gift,,0.5
joy,gift,,0.5
positive,gift,,0.5
surprise,gift,,0.5
positive,gifted,,0.5
positive,gigantic,,0.5
joy,giggle,,0.5
positive,giggle,,0.5
positive,girder,,0.5
trust,girder,,0.5
positive,giving,,0.5
negative,glacial,,0.5
anticipation,glad,,0.5
joy,glad,,0.5
positive,glad,,0.5
fear,gladiator,,0.5
joy,gladness,,0.5
positive,gladness,,0.5
anger,glare,,0.5
fear,glare,,0.5
negative,glare,,0.5
anger,glaring,,0.5
negative,glaring,,0.5
joy,glee,,0.5
positive,glee,,0.5
negative,glib,,0.5
anticipation,glide,,0.5
joy,glide,,0.5
positive,glide,,0.5
anticipation,glimmer,,0.5
joy,glimmer,,0.5
positive,glimmer,,0.5
surprise,glimmer,,0.5
disgust,glitter,,0.5
joy,glitter,,0.5
positive,glittering,,0.5
negative,gloom,,0.5
sadness,gloom,,0.5
negative,gloomy,,0.5
sadness,gloomy,,0.5
joy,glorification,,0.5
positive,glorification,,0.5
anticipation,glorify,,0.5
joy,glorify,,0.5
positive,glorify,,0.5
surprise,glorify,,0.5
trust,glorify,,0.5
anticipation,glory,,0.5
joy,glory,,0.5
positive,glory,,0.5
trust,glory,,0.5
positive,gloss,,0.5
anticipation,glow,,0.5
joy,glow,,0.5
positive,glow,,0.5
trust,glow,,0.5
positive,glowing,,0.5
negative,glum,,0.5
